offset,address,score,action_hits,trials,control_hits,consistency,checklist_status,checklist_label,transitions
9070,7E:236E,20.0,1,5,0,1.0,~,Spieler-Y | Spieler hat seit letzter Aktion Position verändert | 7E:236E / 7E:236F = Dungeon-Y lokal + Chunk/Page,44->1E x1
9074,7E:2372,20.0,1,5,0,1.0,,,DC->DF x1
9079,7E:2377,20.0,1,5,0,1.0,,,00->AA x1
9080,7E:2378,20.0,1,5,0,1.0,,,00->0A x1
9094,7E:2386,20.0,1,5,0,1.0,,,80->00 x1
9266,7E:2432,20.0,1,5,0,1.0,,,62->00 x1
9267,7E:2433,20.0,1,5,0,1.0,,,39->00 x1
9268,7E:2434,20.0,1,5,0,1.0,,,C0->00 x1
9269,7E:2435,20.0,1,5,0,1.0,x,aktueller geladener Save-Slot | Überschreiben-Bestätigung,4E->F0 x1
9270,7E:2436,20.0,1,5,0,1.0,,,20->00 x1
9271,7E:2437,20.0,1,5,0,1.0,,,39->00 x1
9272,7E:2438,20.0,1,5,0,1.0,,,C0->00 x1
9273,7E:2439,20.0,1,5,0,1.0,,,5E->F0 x1
9274,7E:243A,20.0,1,5,0,1.0,,,22->00 x1
9275,7E:243B,20.0,1,5,0,1.0,,,39->00 x1
9276,7E:243C,20.0,1,5,0,1.0,,,D8->00 x1
9277,7E:243D,20.0,1,5,0,1.0,,,4E->F0 x1
9278,7E:243E,20.0,1,5,0,1.0,,,80->00 x1
9279,7E:243F,20.0,1,5,0,1.0,,,39->00 x1
9280,7E:2440,20.0,1,5,0,1.0,,,D8->00 x1
9281,7E:2441,20.0,1,5,0,1.0,,,5E->F0 x1
9282,7E:2442,20.0,1,5,0,1.0,,,82->00 x1
9283,7E:2443,20.0,1,5,0,1.0,,,39->00 x1
9284,7E:2444,20.0,1,5,0,1.0,,,18->00 x1
9285,7E:2445,20.0,1,5,0,1.0,,,A6->F0 x1
9287,7E:2447,20.0,1,5,0,1.0,,,3B->00 x1
9288,7E:2448,20.0,1,5,0,1.0,,,18->00 x1
9289,7E:2449,20.0,1,5,0,1.0,,,B6->F0 x1
9291,7E:244B,20.0,1,5,0,1.0,,,3B->00 x1
9292,7E:244C,20.0,1,5,0,1.0,,,90->00 x1
9293,7E:244D,20.0,1,5,0,1.0,,,A6->F0 x1
9295,7E:244F,20.0,1,5,0,1.0,,,3B->00 x1
9296,7E:2450,20.0,1,5,0,1.0,,,90->00 x1
9297,7E:2451,20.0,1,5,0,1.0,,,B6->F0 x1
9299,7E:2453,20.0,1,5,0,1.0,,,3B->00 x1
9301,7E:2455,20.0,1,5,0,1.0,x,vier Save-Slot-Strukturen | aktuell markierter Save-Slot | aktueller geladener Save-Slot | Überschreiben-Bestätigung,8C->F0 x1
9303,7E:2457,20.0,1,5,0,1.0,,,32->00 x1
9749,7E:2615,20.0,1,5,0,1.0,,,AA->2A x1
9750,7E:2616,20.0,1,5,0,1.0,,,AA->00 x1
9751,7E:2617,20.0,1,5,0,1.0,,,AA->00 x1
9752,7E:2618,20.0,1,5,0,1.0,,,02->00 x1
17144,7E:42F8,20.0,1,5,0,1.0,,,06->0A x1
17146,7E:42FA,20.0,1,5,0,1.0,,,17->06 x1
17147,7E:42FB,20.0,1,5,0,1.0,,,A5->8C x1
17148,7E:42FC,20.0,1,5,0,1.0,,,80->67 x1
17149,7E:42FD,20.0,1,5,0,1.0,,,6E->8B x1
17150,7E:42FE,20.0,1,5,0,1.0,,,8B->86 x1
9076,7E:2374,20.0,3,5,3,0.333,,,"D0->C0 x1, AB->C0 x1, D0->FC x1"
9077,7E:2375,16.0,1,5,1,1.0,,,DF->DC x1
9073,7E:2371,10.0,3,5,4,0.333,,,"B9->C0 x1, AB->E6 x1, B2->B9 x1"
9302,7E:2456,10.0,3,5,4,0.333,,,"28->2A x1, 24->00 x1, 26->28 x1"
13891,7E:3643,10.0,3,5,4,0.333,,,"B9->C0 x1, AB->C0 x1, B2->B9 x1"
14179,7E:3763,10.0,3,5,4,0.333,,,"04->05 x1, 02->05 x1, 03->04 x1"
9044,7E:2354,0.0,5,5,5,0.2,,,"32->0C x1, F9->AC x1, 86->FF x1, 83->1B x1"
9046,7E:2356,0.0,5,5,5,0.2,,,"32->0C x1, F9->AC x1, 86->FF x1, 83->1B x1"
10352,7E:2870,0.0,5,5,5,0.2,,,"CE->F4 x1, 07->54 x1, 7A->01 x1, 7D->E5 x1"
14227,7E:3793,0.0,5,5,5,0.2,,,"01->05 x1, 02->03 x1, 01->06 x1, 06->04 x1"
14236,7E:379C,0.0,5,5,5,0.2,x,Excerion-/Ship-X | Ship-X = (7E:379D << 8) | 7E:379C.,"07->0D x1, 10->0D x1, 03->0A x1, 06->0E x1"
14237,7E:379D,0.0,5,5,5,0.2,x,Excerion-/Ship-X | Ship-X = (7E:379D << 8) | 7E:379C.,"07->0D x1, 10->0D x1, 03->0A x1, 06->0E x1"
14240,7E:37A0,0.0,5,5,5,0.2,x,Excerion-/Ship-Y | Ship-Y = (7E:37A0 << 8) | 7E:379F.,"07->0D x1, 10->0D x1, 03->0A x1, 06->0E x1"
14241,7E:37A1,0.0,5,5,5,0.2,,,"07->0D x1, 10->0D x1, 03->0A x1, 06->0E x1"
14242,7E:37A2,0.0,5,5,5,0.2,,,"07->0D x1, 10->0D x1, 03->0A x1, 06->0E x1"
14243,7E:37A3,0.0,5,5,5,0.2,,,"07->0D x1, 10->0D x1, 03->0A x1, 06->0E x1"
17139,7E:42F3,0.0,5,5,5,0.2,,,"31->0B x1, F8->AB x1, 85->FE x1, 82->1A x1"
9051,7E:235B,0.0,4,5,5,1.0,,,00->20 x4
9055,7E:235F,0.0,4,5,5,1.0,,,FF->DF x4
10355,7E:2873,0.0,4,5,5,1.0,,,00->20 x4
14244,7E:37A4,0.0,4,5,5,0.25,,,"0B->01 x1, 0A->04 x1, 10->0A x1, 08->0A x1"
14248,7E:37A8,0.0,4,5,5,0.25,,,"0B->01 x1, 0A->04 x1, 10->0A x1, 08->0A x1"
