dungeon,coordinate,marker_id,type,learned_action,learned_notes,status
Alunze_Northwest_Cave,X169,37134df86287,puzzle,,,discover_at_runtime
Alunze_Northwest_Cave,X160,f76b9ea7414e,puzzle,,,discover_at_runtime
Alunze_Northwest_Cave,AR166,87c07aa189f0,monster,,,discover_at_runtime
Alunze_Northwest_Cave,AL162,fb877e8ea9cd,monster,,,discover_at_runtime
Alunze_Northwest_Cave,BD168,6d60ea6bffba,monster,,,discover_at_runtime
Alunze_Northwest_Cave,BC171,aff939d3c92c,monster,,,discover_at_runtime
Alunze_Northwest_Cave,BC136,f5ac0b27ce04,monster,,,discover_at_runtime
Alunze_Northwest_Cave,BG124,b20d1df8e4fc,monster,,,discover_at_runtime
Alunze_Northwest_Cave,AM124,3fc9f389018c,monster,,,discover_at_runtime
Alunze_Northwest_Cave,O122,ecda034a64f9,monster,,,discover_at_runtime
Alunze_Northwest_Cave,K126,bdacb4a67711,monster,,,discover_at_runtime
Alunze_Northwest_Cave,L129,41ca68cd0f86,monster,,,discover_at_runtime
Alunze_Northwest_Cave,Q131,d17d6675604e,monster,,,discover_at_runtime
Alunze_Northwest_Cave,L134,19ca338065f3,monster,,,discover_at_runtime
Alunze_Northwest_Cave,AC108,f67b47496cfc,monster,,,discover_at_runtime
Alunze_Northwest_Cave,AF108,833fa8c11272,monster,,,discover_at_runtime
Alunze_Northwest_Cave,AF107,71d326ffa66b,monster,,,discover_at_runtime
Alunze_Northwest_Cave,AD104,dde19cb79da2,monster,,,discover_at_runtime
Alunze_Northwest_Cave,AP87,afd0284d5a0e,monster,,,discover_at_runtime
Alunze_Northwest_Cave,AP80,e36efd850799,monster,,,discover_at_runtime
Alunze_Northwest_Cave,AK93,b0015e88408d,monster,,,discover_at_runtime
Alunze_Northwest_Cave,AJ101,0d9c234e5286,monster,,,discover_at_runtime
Alunze_Northwest_Cave,J60,cb390d08a42e,monster,,,discover_at_runtime
Alunze_Northwest_Cave,M58,46e8cee7f2d9,monster,,,discover_at_runtime
Alunze_Northwest_Cave,BB37,c8b2eafb8687,switch,,,discover_at_runtime
Alunze_Northwest_Cave,BA57,49c381fe3aab,monster,,,discover_at_runtime
Alunze_Northwest_Cave,AZ57,9944df5bf40f,monster,,,discover_at_runtime
Alunze_Northwest_Cave,AJ28,31c4346d9821,puzzle,,,discover_at_runtime
Ancient_Tower,AA151,e2c51f632865,puzzle,,,discover_at_runtime
Ancient_Tower,AB151,884fd3e18d7e,puzzle,,,discover_at_runtime
Ancient_Tower,AC151,c9de90305147,puzzle,,,discover_at_runtime
Ancient_Tower,AD151,c9bdf939c0ea,puzzle,,,discover_at_runtime
Ancient_Tower,AE151,01f7c0cbc53d,puzzle,,,discover_at_runtime
Ancient_Tower,AE150,acb04eac0321,puzzle,,,discover_at_runtime
Ancient_Tower,AA150,0ce841d8afcc,puzzle,,,discover_at_runtime
Ancient_Tower,AB150,1a124c4a18c7,puzzle,,,discover_at_runtime
Ancient_Tower,AC150,26029ed60b28,puzzle,,,discover_at_runtime
Ancient_Tower,AD150,e02bc76036ba,puzzle,,,discover_at_runtime
Ancient_Tower,N143,cf195c153e06,monster,,,discover_at_runtime
Ancient_Tower,Q132,bc9a2ac27d81,monster,,,discover_at_runtime
Ancient_Tower,H130,f70c6f49ddb2,monster,,,discover_at_runtime
Ancient_Tower,BL132,bbefdb4a5d84,monster,,,discover_at_runtime
Ancient_Tower,BS147,deaf8bf5eba8,monster,,,discover_at_runtime
Ancient_Tower,BX151,97250b9c56a2,monster,,,discover_at_runtime
Ancient_Tower,CQ150,8253f8df0589,monster,,,discover_at_runtime
Ancient_Tower,CI137,c82a5f7a433a,monster,,,discover_at_runtime
Ancient_Tower,CY135,dceac681a857,monster,,,discover_at_runtime
Ancient_Tower,CT116,9136309b26f1,monster,,,discover_at_runtime
Ancient_Tower,CH122,45d3807f6fba,monster,,,discover_at_runtime
Ancient_Tower,BW66,64180c24c597,monster,,,discover_at_runtime
Ancient_Tower,BK68,1cd101452e60,monster,,,discover_at_runtime
Ancient_Tower,BG74,e3e768ac320a,monster,,,discover_at_runtime
Ancient_Tower,BZ76,437e0594a3c0,monster,,,discover_at_runtime
Ancient_Tower,BT84,514c3e9f0753,puzzle,,,discover_at_runtime
Ancient_Tower,L83,002db8f5d0e8,puzzle,,,discover_at_runtime
Ancient_Tower,L74,d643c1a4e90f,monster,,,discover_at_runtime
Ancient_Tower,N84,322bfe7f7d5a,monster,,,discover_at_runtime
Ancient_Tower,V100,56c3980db792,monster,,,discover_at_runtime
Ancient_Tower,V97,07fe9a7af4e7,monster,,,discover_at_runtime
Ancient_Tower,R95,d6751ad3d5f7,monster,,,discover_at_runtime
Ancient_Tower,AK85,d5cd92d40915,monster,,,discover_at_runtime
Ancient_Tower,AL67,72dde95ff6ee,monster,,,discover_at_runtime
Ancient_Tower,AJ8,47b5fa38d1f6,monster,,,discover_at_runtime
Ancient_Tower,AE11,991887c7263b,monster,,,discover_at_runtime
Ancient_Tower,T20,4fff48420dce,monster,,,discover_at_runtime
Ancient_Tower,R46,dd9677612e33,monster,,,discover_at_runtime
Ancient_Tower,M46,6434ecbaa263,puzzle,,,discover_at_runtime
Ancient_Tower,P48,cc9a025b3ee6,puzzle,,,discover_at_runtime
Ancient_Tower,S48,14ae3f4980ff,puzzle,,,discover_at_runtime
Ancient_Tower,U48,618475b55511,puzzle,,,discover_at_runtime
Ancient_Tower,AD43,8eadd0f9c282,puzzle,,,discover_at_runtime
Ancient_Tower,AN40,69489b5c70d2,monster,,,discover_at_runtime
Ancient_Tower,AQ38,84d0d4843551,monster,,,discover_at_runtime
Ancient_Tower,AL38,b41e531a8a33,monster,,,discover_at_runtime
Ancient_Tower,AH41,d82b1ce27617,monster,,,discover_at_runtime
Ancient_Tower,AJ46,e1eb9ef18500,monster,,,discover_at_runtime
Ancient_Tower,AN49,d61343c161d3,monster,,,discover_at_runtime
Ancient_Tower,BS43,60d1b8d2b7e4,monster,,,discover_at_runtime
Ancient_Tower,CH41,72cc32c4f9ed,monster,,,discover_at_runtime
Ancient_Tower,CT30,34fc4aaf5782,monster,,,discover_at_runtime
Ancient_Tower,CK21,82f84f948341,monster,,,discover_at_runtime
Ancient_Tower,CB30,ef4ac6f8b0db,monster,,,discover_at_runtime
Cave_to_Sundletan,J56,dba55b3f613d,monster,,,discover_at_runtime
Cave_to_Sundletan,AP50,696e448064cd,monster,,,discover_at_runtime
Cave_to_Sundletan,G71,173784f6e9df,monster,,,discover_at_runtime
Cave_to_Sundletan,AB86,5119304eaf65,monster,,,discover_at_runtime
Cave_to_Sundletan,AV81,8d054460e04d,monster,,,discover_at_runtime
Cave_to_Sundletan,AP63,f072a96b5148,monster,,,discover_at_runtime
Cave_to_Sundletan,AP61,d10e81faed04,monster,,,discover_at_runtime
Cave_to_Sundletan,Y54,151a6dae4c80,monster,,,discover_at_runtime
Cave_to_Sundletan,AC55,7de0c4b21d86,monster,,,discover_at_runtime
Cave_to_Sundletan,AF54,9f63949bcf8e,monster,,,discover_at_runtime
Cave_to_Sundletan,BF74,05d76b6b2337,monster,,,discover_at_runtime
Cave_to_Sundletan,BI71,5fc0baa1e7b8,monster,,,discover_at_runtime
Cave_to_Sundletan,T14,b6e1ba4e0ffa,monster,,,discover_at_runtime
Cave_to_Sundletan,AA16,bed8573af057,monster,,,discover_at_runtime
Cave_to_Sundletan,AK17,f661358a4be2,puzzle,,,discover_at_runtime
Cave_to_Sundletan,AK18,50de9bc4b1a1,puzzle,,,discover_at_runtime
Cave_to_Sundletan,AK19,bbc5dada6bae,puzzle,,,discover_at_runtime
Cave_to_Sundletan,AI22,27631bc6f0c9,monster,,,discover_at_runtime
Dankirk_North_Dungeon,T41,d30a1f882ab9,monster,,,discover_at_runtime
Dankirk_North_Dungeon,U20,fb79a325e54a,monster,,,discover_at_runtime
Dankirk_North_Dungeon,W17,f982f6db29d9,monster,,,discover_at_runtime
Dankirk_North_Dungeon,J9,5c4f047979ca,monster,,,discover_at_runtime
Dankirk_North_Dungeon,AK25,ee9b7a69f527,monster,,,discover_at_runtime
Dankirk_North_Dungeon,AB31,fe9b3e350277,monster,,,discover_at_runtime
Dankirk_North_Dungeon,V24,f90bbf19ee42,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,AA23,a615d0afb00c,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,AA30,20a45079f48b,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,W68,43f289ab4cb3,monster,,,discover_at_runtime
Dankirk_North_Dungeon,V78,0af5d04d04ed,monster,,,discover_at_runtime
Dankirk_North_Dungeon,AJ66,861c3c346968,monster,,,discover_at_runtime
Dankirk_North_Dungeon,F67,0fa88ccc1266,monster,,,discover_at_runtime
Dankirk_North_Dungeon,AR63,4a7543887953,monster,,,discover_at_runtime
Dankirk_North_Dungeon,BC84,70b0acf2602e,monster,,,discover_at_runtime
Dankirk_North_Dungeon,AR74,069a26ad9477,monster,,,discover_at_runtime
Dankirk_North_Dungeon,BX76,959a4fa44850,monster,,,discover_at_runtime
Dankirk_North_Dungeon,CH80,57455779077c,monster,,,discover_at_runtime
Dankirk_North_Dungeon,BX64,4165169c967c,monster,,,discover_at_runtime
Dankirk_North_Dungeon,BT62,651fc2ae53a4,monster,,,discover_at_runtime
Dankirk_North_Dungeon,CB62,c589aa408e14,monster,,,discover_at_runtime
Dankirk_North_Dungeon,CL74,48692efed560,monster,,,discover_at_runtime
Dankirk_North_Dungeon,CP72,4801b06808c9,monster,,,discover_at_runtime
Dankirk_North_Dungeon,CP67,62f9779ee752,monster,,,discover_at_runtime
Dankirk_North_Dungeon,CR66,1cac09804384,monster,,,discover_at_runtime
Dankirk_North_Dungeon,DD59,06fef5b0ebed,monster,,,discover_at_runtime
Dankirk_North_Dungeon,DB83,37e06ebd25fb,monster,,,discover_at_runtime
Dankirk_North_Dungeon,DL86,d8a545a2274d,monster,,,discover_at_runtime
Dankirk_North_Dungeon,DP78,4f8bc81c5fa9,monster,,,discover_at_runtime
Dankirk_North_Dungeon,DY56,f581df0fcabe,monster,,,discover_at_runtime
Dankirk_North_Dungeon,DM47,11def8a01eda,monster,,,discover_at_runtime
Dankirk_North_Dungeon,DX49,14474c148bcd,monster,,,discover_at_runtime
Dankirk_North_Dungeon,EF39,046fb114481c,monster,,,discover_at_runtime
Dankirk_North_Dungeon,EO56,a3a1f0ac7606,monster,,,discover_at_runtime
Dankirk_North_Dungeon,CP24,4f40aae101cd,monster,,,discover_at_runtime
Dankirk_North_Dungeon,CM20,2dc229238e56,monster,,,discover_at_runtime
Dankirk_North_Dungeon,BZ14,4b750eb68f57,monster,,,discover_at_runtime
Dankirk_North_Dungeon,CF11,dbcfcdbae6f5,monster,,,discover_at_runtime
Dankirk_North_Dungeon,CK44,d217dc021150,monster,,,discover_at_runtime
Dankirk_North_Dungeon,CG44,1f01e0383e26,monster,,,discover_at_runtime
Dankirk_North_Dungeon,BP44,87df271ad7a1,monster,,,discover_at_runtime
Dankirk_North_Dungeon,BO20,4d0c1c56e884,monster,,,discover_at_runtime
Dankirk_North_Dungeon,BI18,754a5e2851f4,monster,,,discover_at_runtime
Dankirk_North_Dungeon,DX15,9ab907d60e94,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,DX13,b071f5a2cca9,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,DW13,f30b2a6c0787,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,DW12,8001b5449735,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,DX12,404b3dd70579,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,DY12,14a712e0c0fe,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,DY13,7bac7fe3cd84,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,EL12,6c2b443055cd,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,EL13,a88fd8bc57d5,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,EM12,ac0d6755f75b,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,EM13,8725a413f833,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,EN12,957f1f58b2de,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,EN13,9a6092d03e55,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,AS53,657679b75e1f,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,AR53,eb75fd78a251,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,AL53,679bea728147,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,AL52,f4f27ce88772,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,W73,d67d44207ee9,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,X73,e304924de380,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,Y73,5b1e09d2bfc6,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,W72,ca51f40f8d1f,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,X72,8437a82e618b,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,Y72,c70960fe256e,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,Y71,8dbf7e21e79e,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,X71,b4ee70b89994,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,W71,6e90a02681ef,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,W70,ee0efb801517,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,X70,c7631d2e3c8b,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,Y70,84d0772f80e3,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,G80,825ef4a0b7b2,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,O74,13e7b0e8d18f,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,BY38,765967161584,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,BY37,5a26b66fc4ce,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,BY36,2a119e30226a,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,BY35,cc53fda2481d,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,BY34,1d8312b7e449,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,BZ38,5a69a8f62c00,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,CA38,84d95edc0159,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,CA37,41ec217eb442,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,BZ38,f3a7c1141a86,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,BZ36,96e6bbbec9ba,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,CA36,b8a856c8d53e,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,CA35,8ea251fd5ef2,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,BZ35,fecf3a68627e,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,BZ34,87472f20651d,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,CA34,7aac1b5da606,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,CD23,f031acfa2172,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,CN9,767b04aaa057,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,CO9,ca4acae5d6c6,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,CP9,7090e3c874b6,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,CN26,cb5b9b87768e,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,CO26,6c30c92b079c,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,CP26,e61e5a23e822,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,DW46,cfe470506487,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,DW45,ddd04b20b282,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,DW44,ae650f74aca1,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,DX40,4de562cb2b02,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,DV40,4819dd0ca8d5,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,DW41,b9fa4f078425,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,DU39,45752379aaba,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,DV38,cb137e88f09f,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,DW35,503777474325,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,DX38,b81cf3b1b347,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,DY39,bbea110c40ad,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,EL35,3fae01869928,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,EC35,41f23502a40d,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,EB35,9fbe13fa61a2,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,EF46,415b8fc314cc,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,EF45,d91b4dc915bb,puzzle,,,discover_at_runtime
Dankirk_North_Dungeon,EF44,88cd375eadc2,puzzle,,,discover_at_runtime
Divine_Shrine,N57,e9abf5740eb7,monster,,,discover_at_runtime
Divine_Shrine,L54,a258c637fdbd,monster,,,discover_at_runtime
Divine_Shrine,AF60,8238066e45fc,monster,,,discover_at_runtime
Divine_Shrine,AI60,153672448971,monster,,,discover_at_runtime
Divine_Shrine,AF58,80d60b100e00,monster,,,discover_at_runtime
Divine_Shrine,AF54,9c6e47fb863e,monster,,,discover_at_runtime
Divine_Shrine,AJ55,28f3746e6f91,monster,,,discover_at_runtime
Divine_Shrine,AM57,6712de00a857,monster,,,discover_at_runtime
Divine_Shrine,CJ66,79fdf1fad33a,puzzle,,,discover_at_runtime
Divine_Shrine,CF58,b493e74552fb,puzzle,,,discover_at_runtime
Divine_Shrine,CE58,1e4cf1ef4caa,puzzle,,,discover_at_runtime
Divine_Shrine,CG66,e22ecf01352f,monster,,,discover_at_runtime
Divine_Shrine,BT65,d10e55f10a1a,monster,,,discover_at_runtime
Divine_Shrine,BZ75,3e80af1d6122,monster,,,discover_at_runtime
Divine_Shrine,AB12,fc076e615c9b,puzzle,,,discover_at_runtime
Divine_Shrine,Z16,02e68b3ec284,puzzle,,,discover_at_runtime
Divine_Shrine,AC15,04c9c85c003a,puzzle,,,discover_at_runtime
Divine_Shrine,AD16,e2045ff42014,puzzle,,,discover_at_runtime
Divine_Shrine,AE15,7ffc1770415c,puzzle,,,discover_at_runtime
Divine_Shrine,AH16,61feafbf14d7,puzzle,,,discover_at_runtime
Divine_Shrine,AE7,28073fb75f7c,puzzle,,,discover_at_runtime
Divine_Shrine,AK7,2d3173962321,puzzle,,,discover_at_runtime
Divine_Shrine,AE21,4a23292d110f,puzzle,,,discover_at_runtime
Divine_Shrine,AB21,a2dc6d570727,puzzle,,,discover_at_runtime
Divine_Shrine,U21,3d34b718fee3,puzzle,,,discover_at_runtime
Divine_Shrine,V11,18e726918458,puzzle,,,discover_at_runtime
Divine_Shrine,X11,dba9cb568122,puzzle,,,discover_at_runtime
Divine_Shrine,U7,8657f24b816d,puzzle,,,discover_at_runtime
Divine_Shrine,AJ22,6fc0ae9cb6b9,puzzle,,,discover_at_runtime
Divine_Shrine,AH22,23f31b0c4ddd,puzzle,,,discover_at_runtime
Divine_Shrine,AG27,53b7d3f9feee,puzzle,,,discover_at_runtime
Divine_Shrine,AF28,b77799334594,puzzle,,,discover_at_runtime
Divine_Shrine,AC27,f4d54ea42435,puzzle,,,discover_at_runtime
Divine_Shrine,AC32,6302ec17b494,puzzle,,,discover_at_runtime
Divine_Shrine,AP33,f75f5cb8cb57,puzzle,,,discover_at_runtime
Divine_Shrine,AP40,92221e6408d6,puzzle,,,discover_at_runtime
Divine_Shrine,AK40,8ce2858fec22,puzzle,,,discover_at_runtime
Divine_Shrine,AC38,8c83a5775b3e,puzzle,,,discover_at_runtime
Divine_Shrine,Z30,3093e3ad7339,puzzle,,,discover_at_runtime
Divine_Shrine,X26,69961f3bf53b,puzzle,,,discover_at_runtime
Divine_Shrine,V26,74c24bbfbb95,puzzle,,,discover_at_runtime
Divine_Shrine,T30,8fce16e637b2,puzzle,,,discover_at_runtime
Divine_Shrine,O35,5d655b8219f3,puzzle,,,discover_at_runtime
Divine_Shrine,P29,ede85244549a,puzzle,,,discover_at_runtime
Divine_Shrine,P25,a380d807777c,puzzle,,,discover_at_runtime
Divine_Shrine,O24,bf76cf661ff5,puzzle,,,discover_at_runtime
Divine_Shrine,K24,112d08d6d08f,puzzle,,,discover_at_runtime
Divine_Shrine,R20,c6ecc698848e,puzzle,,,discover_at_runtime
Divine_Shrine,J36,59646c1f6854,puzzle,,,discover_at_runtime
Divine_Shrine,K30,3e72f51dd597,puzzle,,,discover_at_runtime
Divine_Shrine,J29,f0abb310b785,puzzle,,,discover_at_runtime
Divine_Shrine,F30,811509b93f6e,puzzle,,,discover_at_runtime
Divine_Shrine,F23,ef5c46945f24,puzzle,,,discover_at_runtime
Divine_Shrine,I20,29a645a0c8c7,puzzle,,,discover_at_runtime
Divine_Shrine,I16,78e2241167ed,puzzle,,,discover_at_runtime
Divine_Shrine,L15,7b5613e84be0,puzzle,,,discover_at_runtime
Divine_Shrine,Q7,e2bb20fc547a,puzzle,,,discover_at_runtime
Divine_Shrine,H12,c596345c9633,puzzle,,,discover_at_runtime
Divine_Shrine,BM31,985689a92413,puzzle,,,discover_at_runtime
Divine_Shrine,BY30,b96b27a02862,puzzle,,,discover_at_runtime
Divine_Shrine,BC34,0974b3420e3b,monster,,,discover_at_runtime
Divine_Shrine,BF36,5eb05aedf6bd,monster,,,discover_at_runtime
Divine_Shrine,BS35,faa85730938f,monster,,,discover_at_runtime
Divine_Shrine,CF38,cd4e79bb06ad,monster,,,discover_at_runtime
Divine_Shrine,BZ38,1b2a53d4000d,puzzle,,,discover_at_runtime
Divine_Shrine,BY38,de60178b85f7,puzzle,,,discover_at_runtime
Divine_Shrine,BY37,32e78eb038f5,puzzle,,,discover_at_runtime
Divine_Shrine,BZ37,d75acc3ca773,puzzle,,,discover_at_runtime
Divine_Shrine,BZ36,f90940ba2fbe,puzzle,,,discover_at_runtime
Divine_Shrine,BY36,07a9ad169ded,puzzle,,,discover_at_runtime
Divine_Shrine,BF18,a115c2599cd8,monster,,,discover_at_runtime
Divine_Shrine,CI26,7431758a77b4,monster,,,discover_at_runtime
Divine_Shrine,DI26,98dafbe66329,monster,,,discover_at_runtime
Divine_Shrine,DG35,6b8a3caef290,monster,,,discover_at_runtime
Divine_Shrine,DU27,b9198eba434e,monster,,,discover_at_runtime
Divine_Shrine,DW42,e91046b541e3,monster,,,discover_at_runtime
Divine_Shrine,DT59,2edd85020325,monster,,,discover_at_runtime
Divine_Shrine,DO55,ccdea1ad193a,monster,,,discover_at_runtime
Divine_Shrine,DR72,7ce7689237af,monster,,,discover_at_runtime
Divine_Shrine,EJ74,8c9a6b6b1d9a,monster,,,discover_at_runtime
Divine_Shrine,EH60,19e1ced82ece,puzzle,,,discover_at_runtime
Divine_Shrine,EO60,c1958c6bd38c,puzzle,,,discover_at_runtime
Dragon_Mountain,N72,b737c9206096,puzzle,,,discover_at_runtime
Dragon_Mountain,F36,371b12f20b2b,puzzle,,,discover_at_runtime
Dragon_Mountain,EH98,2379b891555f,puzzle,,,discover_at_runtime
Dragon_Mountain,EO97,c2f8fca7e7ec,puzzle,,,discover_at_runtime
Dragon_Mountain,DT89,f0877824fd67,puzzle,,,discover_at_runtime
Dragon_Mountain,EP31,fc7c48b57f6c,monster,,,discover_at_runtime
Dragon_Mountain,EL32,5fc7754bcdc4,monster,,,discover_at_runtime
Dragon_Mountain,EH30,ee6299c2517e,monster,,,discover_at_runtime
Dragon_Mountain,EJ28,a9c85c927b3c,monster,,,discover_at_runtime
Dragon_Mountain,EM27,dcfb77716926,monster,,,discover_at_runtime
Dragon_Mountain,EG27,667bccd5cb6d,monster,,,discover_at_runtime
Dragon_Mountain,ED31,3f400981259c,monster,,,discover_at_runtime
Dragon_Mountain,DP29,bd9454fbfd21,monster,,,discover_at_runtime
Dragon_Mountain,DC18,21eb923967ea,puzzle,,,discover_at_runtime
Dragon_Mountain,CY17,1eb3cbb8eabb,puzzle,,,discover_at_runtime
Dragon_Mountain,CY23,af2c234a533b,puzzle,,,discover_at_runtime
Dragon_Mountain,DB24,79cdb55d4540,puzzle,,,discover_at_runtime
Dragon_Mountain,DD22,6b98721604dc,puzzle,,,discover_at_runtime
Dragon_Mountain,DH22,c40e0c2bc711,puzzle,,,discover_at_runtime
Dragon_Mountain,CZ12,ddfd43eda7f9,puzzle,,,discover_at_runtime
Dragon_Mountain,BY14,f26a7e0547a4,puzzle,,,discover_at_runtime
Dragon_Mountain,AY11,9c199bd040de,monster,,,discover_at_runtime
Dragon_Mountain,BA13,2f227183e334,monster,,,discover_at_runtime
Dragon_Mountain,AI28,9692ca42bbc6,monster,,,discover_at_runtime
Dragon_Mountain,AD30,9e9ba273ca25,monster,,,discover_at_runtime
Dragon_Mountain,I21,782661efd82e,monster,,,discover_at_runtime
